Attribute name,Type,Default value,mandatory
SAI_ACL_ENTRY_ATTR_ACTION_ENDPOINT_IP,sai_acl_action_data_t sai_ip_address_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_REDIRECT_LIST,sai_acl_action_data_t sai_object_list_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_PACKET_ACTION,sai_acl_action_data_t sai_packet_action_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_FLOOD,sai_acl_action_data_t sai_int32_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_COUNTER,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_MIRROR_INGRESS,sai_acl_action_data_t sai_object_list_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_MIRROR_EGRESS,sai_acl_action_data_t sai_object_list_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_POLICER,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_DECREMENT_TTL,sai_acl_action_data_t bool,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_TC,sai_acl_action_data_t sai_uint8_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_PACKET_COLOR,sai_acl_action_data_t sai_packet_color_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_INNER_VLAN_ID,sai_acl_action_data_t sai_uint32_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_INNER_VLAN_PRI,sai_acl_action_data_t sai_uint8_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_OUTER_VLAN_ID,sai_acl_action_data_t sai_uint16_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_OUTER_VLAN_PRI,sai_acl_action_data_t sai_uint8_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_ADD_VLAN_ID,sai_acl_action_data_t sai_uint16_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_ADD_VLAN_PRI,sai_acl_action_data_t sai_uint8_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_SRC_MAC,sai_acl_action_data_t sai_mac_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_DST_MAC,sai_acl_action_data_t sai_mac_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_SRC_IP,sai_acl_action_data_t sai_ip4_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_DST_IP,sai_acl_action_data_t sai_ip4_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_SRC_IPV6,sai_acl_action_data_t sai_ip6_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_DST_IPV6,sai_acl_action_data_t sai_ip6_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_DSCP,sai_acl_action_data_t sai_uint8_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_ECN,sai_acl_action_data_t sai_uint8_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_L4_SRC_PORT,sai_acl_action_data_t sai_uint16_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_L4_DST_PORT,sai_acl_action_data_t sai_uint16_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_INGRESS_SAMPLEPACKET_ENABLE,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_EGRESS_SAMPLEPACKET_ENABLE,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_ACL_META_DATA,sai_acl_action_data_t sai_uint32_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_EGRESS_BLOCK_PORT_LIST,sai_acl_action_data_t sai_object_list_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_USER_TRAP_ID,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_DO_NOT_LEARN,sai_acl_action_data_t sai_uint32_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_ACL_DTEL_FLOW_OP,sai_acl_action_data_t sai_acl_dtel_flow_op_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_DTEL_INT_SESSION,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_DTEL_DROP_REPORT_ENABLE,sai_acl_action_data_t bool,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_DTEL_TAIL_DROP_REPORT_ENABLE,sai_acl_action_data_t bool,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_DTEL_FLOW_SAMPLE_PERCENT,sai_acl_action_data_t sai_uint8_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_DTEL_REPORT_ALL_PACKETS,sai_acl_action_data_t bool,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_NO_NAT,sai_acl_action_data_t bool,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_INT_INSERT,sai_acl_action_data_t bool,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_INT_DELETE,sai_acl_action_data_t bool,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_INT_REPORT_FLOW,sai_acl_action_data_t bool,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_INT_REPORT_DROPS,sai_acl_action_data_t bool,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_INT_REPORT_TAIL_DROPS,sai_acl_action_data_t bool,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_TAM_INT_OBJECT,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_ISOLATION_GROUP,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_MACSEC_FLOW,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_LAG_HASH_ID,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_ECMP_HASH_ID,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_VRF,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_FORWARDING_CLASS,sai_acl_action_data_t sai_uint8_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_ARS_MONITORING,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_ARS_OBJECT,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_DISABLE_ARS_FORWARDING,sai_acl_action_data_t bool,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_CHAIN_REDIRECT,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_PACKET_TRIM_DISABLE,sai_acl_action_data_t bool,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_INNER_SRC_MAC,sai_acl_action_data_t sai_mac_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_INNER_DST_MAC,sai_acl_action_data_t sai_mac_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_SET_ECMP_HASH_ALGORITHM,sai_acl_action_data_t sai_hash_algorithm_t,disabled,FALSE
SAI_ACL_ENTRY_ATTR_ACTION_TAM_OBJECT,sai_acl_action_data_t sai_object_id_t,disabled,FALSE
SAI_ACL_COUNTER_ATTR_TABLE_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_ACL_COUNTER_ATTR_ENABLE_PACKET_COUNT,bool,FALSE,FALSE
SAI_ACL_COUNTER_ATTR_ENABLE_BYTE_COUNT,bool,FALSE,FALSE
SAI_ACL_COUNTER_ATTR_PACKETS,sai_uint64_t,0,FALSE
SAI_ACL_COUNTER_ATTR_BYTES,sai_uint64_t,0,FALSE
SAI_ACL_COUNTER_ATTR_LABEL,char,"""""",FALSE
SAI_ACL_RANGE_ATTR_TYPE,sai_acl_range_type_t,SAI_ACL_RANGE_TYPE_L4_SRC_PORT_RANGE,TRUE
SAI_ACL_RANGE_ATTR_LIMIT,sai_u32_range_t,0-0,TRUE
SAI_ARS_ATTR_MODE,sai_ars_mode_t,SAI_ARS_MODE_FLOWLET_QUALITY,FALSE
SAI_ARS_ATTR_IDLE_TIME,sai_uint32_t,256,FALSE
SAI_ARS_ATTR_MAX_FLOWS,sai_uint32_t,512,FALSE
SAI_ARS_ATTR_MON_ENABLE,bool,FALSE,FALSE
SAI_ARS_ATTR_SAMPLEPACKET_ENABLE,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_ARS_ATTR_MAX_ALT_MEMEBERS_PER_GROUP,sai_uint32_t,16,FALSE
SAI_ARS_ATTR_MAX_PRIMARY_MEMEBERS_PER_GROUP,sai_uint32_t,16,FALSE
SAI_ARS_ATTR_PRIMARY_PATH_QUALITY_THRESHOLD,sai_uint32_t,16,FALSE
SAI_ARS_ATTR_ALTERNATE_PATH_COST,sai_uint32_t,0,FALSE
SAI_ARS_ATTR_ALTERNATE_PATH_BIAS,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_ALGO,sai_ars_profile_algo_t,SAI_ARS_PROFILE_ALGO_EWMA,FALSE
SAI_ARS_PROFILE_ATTR_SAMPLING_INTERVAL,sai_uint32_t,16,FALSE
SAI_ARS_PROFILE_ATTR_ARS_RANDOM_SEED,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_ECMP_ARS_MAX_GROUPS,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_ECMP_ARS_MAX_MEMBERS_PER_GROUP,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_LAG_ARS_MAX_GROUPS,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_LAG_ARS_MAX_MEMBERS_PER_GROUP,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_PORT_LOAD_PAST,bool,TRUE,FALSE
SAI_ARS_PROFILE_ATTR_PORT_LOAD_PAST_WEIGHT,sai_uint8_t,16,FALSE
SAI_ARS_PROFILE_ATTR_PORT_LOAD_FUTURE,bool,TRUE,FALSE
SAI_ARS_PROFILE_ATTR_PORT_LOAD_FUTURE_WEIGHT,sai_uint8_t,16,FALSE
SAI_ARS_PROFILE_ATTR_PORT_LOAD_CURRENT,bool,FALSE,FALSE
SAI_ARS_PROFILE_ATTR_PORT_LOAD_EXPONENT,sai_uint8_t,2,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BANDS,sai_uint8_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_0_MIN_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_0_MAX_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_1_MIN_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_1_MAX_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_2_MIN_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_2_MAX_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_3_MIN_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_3_MAX_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_4_MIN_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_4_MAX_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_5_MIN_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_5_MAX_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_6_MIN_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_6_MAX_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_7_MIN_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_7_MAX_THRESHOLD,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_ENABLE_IPV4,bool,FALSE,FALSE
SAI_ARS_PROFILE_ATTR_ENABLE_IPV6,bool,FALSE,FALSE
SAI_ARS_PROFILE_ATTR_LOAD_PAST_MIN_VAL,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_LOAD_PAST_MAX_VAL,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_MIN_THRESHOLD_LIST_LOAD_PAST,sai_u32_list_t,empty list,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_MAX_THRESHOLD_LIST_LOAD_PAST,sai_u32_list_t,empty list,FALSE
SAI_ARS_PROFILE_ATTR_LOAD_FUTURE_MIN_VAL,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_LOAD_FUTURE_MAX_VAL,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_MIN_THRESHOLD_LIST_LOAD_FUTURE,sai_u32_list_t,empty list,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_MAX_THRESHOLD_LIST_LOAD_FUTURE,sai_u32_list_t,empty list,FALSE
SAI_ARS_PROFILE_ATTR_LOAD_CURRENT_MIN_VAL,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_LOAD_CURRENT_MAX_VAL,sai_uint32_t,0,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_MIN_THRESHOLD_LIST_LOAD_CURRENT,sai_u32_list_t,empty list,FALSE
SAI_ARS_PROFILE_ATTR_QUANT_BAND_MAX_THRESHOLD_LIST_LOAD_CURRENT,sai_u32_list_t,empty list,FALSE
SAI_ARS_PROFILE_ATTR_MAX_FLOWS,sai_uint32_t,0,FALSE
SAI_BFD_SESSION_ATTR_TYPE,sai_bfd_session_type_t,SAI_BFD_SESSION_TYPE_DEMAND_ACTIVE,TRUE
SAI_BFD_SESSION_ATTR_HW_LOOKUP_VALID,bool,TRUE,FALSE
SAI_BFD_SESSION_ATTR_VIRTUAL_ROUTER,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_BFD_SESSION_ATTR_PORT,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_BFD_SESSION_ATTR_LOCAL_DISCRIMINATOR,sai_uint32_t,0,TRUE
SAI_BFD_SESSION_ATTR_REMOTE_DISCRIMINATOR,sai_uint32_t,0,TRUE
SAI_BFD_SESSION_ATTR_UDP_SRC_PORT,sai_uint32_t,0,TRUE
SAI_BFD_SESSION_ATTR_TC,sai_uint8_t,0,FALSE
SAI_BFD_SESSION_ATTR_VLAN_TPID,sai_uint16_t,0x8100,FALSE
SAI_BFD_SESSION_ATTR_VLAN_ID,sai_uint16_t,0,TRUE
SAI_BFD_SESSION_ATTR_VLAN_PRI,sai_uint8_t,0,FALSE
SAI_BFD_SESSION_ATTR_VLAN_CFI,sai_uint8_t,0,FALSE
SAI_BFD_SESSION_ATTR_VLAN_HEADER_VALID,bool,FALSE,FALSE
SAI_BFD_SESSION_ATTR_BFD_ENCAPSULATION_TYPE,sai_bfd_encapsulation_type_t,SAI_BFD_ENCAPSULATION_TYPE_IP_IN_IP,TRUE
SAI_BFD_SESSION_ATTR_IPHDR_VERSION,sai_uint8_t,0,TRUE
SAI_BFD_SESSION_ATTR_TOS,sai_uint8_t,0,FALSE
SAI_BFD_SESSION_ATTR_TTL,sai_uint8_t,255,FALSE
SAI_BFD_SESSION_ATTR_SRC_IP_ADDRESS,sai_ip_address_t,0,TRUE
SAI_BFD_SESSION_ATTR_DST_IP_ADDRESS,sai_ip_address_t,0,TRUE
SAI_BFD_SESSION_ATTR_TUNNEL_TOS,sai_uint8_t,0,FALSE
SAI_BFD_SESSION_ATTR_TUNNEL_TTL,sai_uint8_t,255,FALSE
SAI_BFD_SESSION_ATTR_TUNNEL_SRC_IP_ADDRESS,sai_ip_address_t,0,TRUE
SAI_BFD_SESSION_ATTR_TUNNEL_DST_IP_ADDRESS,sai_ip_address_t,0,TRUE
SAI_BFD_SESSION_ATTR_SRC_MAC_ADDRESS,sai_mac_t,zeroed array,TRUE
SAI_BFD_SESSION_ATTR_DST_MAC_ADDRESS,sai_mac_t,zeroed array,TRUE
SAI_BFD_SESSION_ATTR_ECHO_ENABLE,bool,FALSE,FALSE
SAI_BFD_SESSION_ATTR_MULTIHOP,bool,FALSE,FALSE
SAI_BFD_SESSION_ATTR_CBIT,bool,FALSE,FALSE
SAI_BFD_SESSION_ATTR_MIN_TX,sai_uint32_t,0,TRUE
SAI_BFD_SESSION_ATTR_MIN_RX,sai_uint32_t,0,TRUE
SAI_BFD_SESSION_ATTR_MULTIPLIER,sai_uint8_t,0,TRUE
SAI_BFD_SESSION_ATTR_REMOTE_MIN_TX,sai_uint32_t,0,FALSE
SAI_BFD_SESSION_ATTR_REMOTE_MIN_RX,sai_uint32_t,0,FALSE
SAI_BFD_SESSION_ATTR_STATE,sai_bfd_session_state_t,SAI_BFD_SESSION_STATE_ADMIN_DOWN,FALSE
SAI_BFD_SESSION_ATTR_OFFLOAD_TYPE,sai_bfd_session_offload_type_t,SAI_BFD_SESSION_OFFLOAD_TYPE_NONE,FALSE
SAI_BFD_SESSION_ATTR_NEGOTIATED_TX,sai_uint32_t,0,FALSE
SAI_BFD_SESSION_ATTR_NEGOTIATED_RX,sai_uint32_t,0,FALSE
SAI_BFD_SESSION_ATTR_LOCAL_DIAG,sai_uint8_t,0,FALSE
SAI_BFD_SESSION_ATTR_REMOTE_DIAG,sai_uint8_t,0,FALSE
SAI_BFD_SESSION_ATTR_REMOTE_MULTIPLIER,sai_uint8_t,0,FALSE
SAI_BFD_SESSION_ATTR_SRV6_SIDLIST_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_BFD_SESSION_ATTR_STATS_COUNT_MODE,sai_stats_count_mode_t,SAI_STATS_COUNT_MODE_PACKET_AND_BYTE,FALSE
SAI_BFD_SESSION_ATTR_SELECTIVE_COUNTER_LIST,sai_object_list_t,empty,FALSE
SAI_BFD_SESSION_ATTR_USE_NEXT_HOP,bool,FALSE,FALSE
SAI_BFD_SESSION_ATTR_NEXT_HOP_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_BRIDGE_PORT_ATTR_TYPE,sai_bridge_port_type_t,SAI_BRIDGE_PORT_TYPE_PORT,TRUE
SAI_BRIDGE_PORT_ATTR_PORT_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_BRIDGE_PORT_ATTR_TAGGING_MODE,sai_bridge_port_tagging_mode_t,SAI_BRIDGE_PORT_TAGGING_MODE_TAGGED,FALSE
SAI_BRIDGE_PORT_ATTR_VLAN_ID,sai_uint16_t,0,TRUE
SAI_BRIDGE_PORT_ATTR_RIF_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_BRIDGE_PORT_ATTR_TUNNEL_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_BRIDGE_PORT_ATTR_BRIDGE_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_BRIDGE_PORT_ATTR_FDB_LEARNING_MODE,sai_bridge_port_fdb_learning_mode_t,SAI_BRIDGE_PORT_FDB_LEARNING_MODE_HW,FALSE
SAI_BRIDGE_PORT_ATTR_MAX_LEARNED_ADDRESSES,sai_uint32_t,0,FALSE
SAI_BRIDGE_PORT_ATTR_FDB_LEARNING_LIMIT_VIOLATION_PACKET_ACTION,sai_packet_action_t,SAI_PACKET_ACTION_DROP,FALSE
SAI_BRIDGE_PORT_ATTR_ADMIN_STATE,bool,FALSE,FALSE
SAI_BRIDGE_PORT_ATTR_INGRESS_FILTERING,bool,FALSE,FALSE
SAI_BRIDGE_PORT_ATTR_EGRESS_FILTERING,bool,FALSE,FALSE
SAI_BRIDGE_PORT_ATTR_ISOLATION_GROUP,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_BRIDGE_PORT_ATTR_STATS_COUNT_MODE,sai_stats_count_mode_t,SAI_STATS_COUNT_MODE_PACKET_AND_BYTE,FALSE
SAI_BRIDGE_PORT_ATTR_SELECTIVE_COUNTER_LIST,sai_object_list_t,empty,FALSE
SAI_BRIDGE_PORT_ATTR_BRIDGE_PORT_NEXT_HOP_GROUP_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_BRIDGE_PORT_ATTR_TUNNEL_TERM_BUM_TX_DROP,bool,FALSE,FALSE
SAI_BRIDGE_PORT_ATTR_RX_DROP,bool,FALSE,FALSE
SAI_BRIDGE_PORT_ATTR_TX_DROP,bool,FALSE,FALSE
SAI_BRIDGE_PORT_ATTR_BRIDGE_PORT_PROTECTION_NEXT_HOP_GROUP_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_BRIDGE_PORT_ATTR_BRIDGE_PORT_SET_SWITCHOVER,bool,FALSE,FALSE
SAI_BRIDGE_ATTR_TYPE,sai_bridge_type_t,SAI_BRIDGE_TYPE_1Q,TRUE
SAI_BRIDGE_ATTR_PORT_LIST,sai_object_list_t,empty list,FALSE
SAI_BRIDGE_ATTR_MAX_LEARNED_ADDRESSES,sai_uint32_t,0,FALSE
SAI_BRIDGE_ATTR_LEARN_DISABLE,bool,FALSE,FALSE
SAI_BRIDGE_ATTR_UNKNOWN_UNICAST_FLOOD_CONTROL_TYPE,sai_bridge_flood_control_type_t,SAI_BRIDGE_FLOOD_CONTROL_TYPE_SUB_PORTS,FALSE
SAI_BRIDGE_ATTR_UNKNOWN_UNICAST_FLOOD_GROUP,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_BRIDGE_ATTR_UNKNOWN_MULTICAST_FLOOD_CONTROL_TYPE,sai_bridge_flood_control_type_t,SAI_BRIDGE_FLOOD_CONTROL_TYPE_SUB_PORTS,FALSE
SAI_BRIDGE_ATTR_UNKNOWN_MULTICAST_FLOOD_GROUP,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_BRIDGE_ATTR_BROADCAST_FLOOD_CONTROL_TYPE,sai_bridge_flood_control_type_t,SAI_BRIDGE_FLOOD_CONTROL_TYPE_SUB_PORTS,FALSE
SAI_BRIDGE_ATTR_BROADCAST_FLOOD_GROUP,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_BRIDGE_ATTR_STATS_COUNT_MODE,sai_stats_count_mode_t,SAI_STATS_COUNT_MODE_PACKET_AND_BYTE,FALSE
SAI_BRIDGE_ATTR_SELECTIVE_COUNTER_LIST,sai_object_list_t,empty,FALSE
SAI_INGRESS_PRIORITY_GROUP_ATTR_BUFFER_PROFILE,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_INGRESS_PRIORITY_GROUP_ATTR_PORT,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_INGRESS_PRIORITY_GROUP_ATTR_TAM,sai_object_list_t,empty,FALSE
SAI_INGRESS_PRIORITY_GROUP_ATTR_INDEX,sai_uint8_t,0,TRUE
SAI_INGRESS_PRIORITY_GROUP_ATTR_STATS_COUNT_MODE,sai_stats_count_mode_t,SAI_STATS_COUNT_MODE_PACKET_AND_BYTE,FALSE
SAI_INGRESS_PRIORITY_GROUP_ATTR_SELECTIVE_COUNTER_LIST,sai_object_list_t,empty,FALSE
SAI_BUFFER_POOL_ATTR_SHARED_SIZE,sai_uint64_t,0,FALSE
SAI_BUFFER_POOL_ATTR_TYPE,sai_buffer_pool_type_t,SAI_BUFFER_POOL_TYPE_INGRESS,TRUE
SAI_BUFFER_POOL_ATTR_SIZE,sai_uint64_t,0,TRUE
SAI_BUFFER_POOL_ATTR_THRESHOLD_MODE,sai_buffer_pool_threshold_mode_t,SAI_BUFFER_POOL_THRESHOLD_MODE_DYNAMIC,FALSE
SAI_BUFFER_POOL_ATTR_TAM,sai_object_list_t,empty,FALSE
SAI_BUFFER_POOL_ATTR_XOFF_SIZE,sai_uint64_t,0,FALSE
SAI_BUFFER_POOL_ATTR_WRED_PROFILE_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_BUFFER_POOL_ATTR_STATS_COUNT_MODE,sai_stats_count_mode_t,SAI_STATS_COUNT_MODE_PACKET_AND_BYTE,FALSE
SAI_BUFFER_POOL_ATTR_SELECTIVE_COUNTER_LIST,sai_object_list_t,empty,FALSE
SAI_BUFFER_PROFILE_ATTR_POOL_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_BUFFER_PROFILE_ATTR_RESERVED_BUFFER_SIZE,sai_uint64_t,0,TRUE
SAI_BUFFER_PROFILE_ATTR_BUFFER_SIZE,sai_uint64_t,0,FALSE
SAI_BUFFER_PROFILE_ATTR_THRESHOLD_MODE,sai_buffer_profile_threshold_mode_t,SAI_BUFFER_PROFILE_THRESHOLD_MODE_STATIC,TRUE
SAI_BUFFER_PROFILE_ATTR_SHARED_DYNAMIC_TH,sai_int8_t,0,TRUE
SAI_BUFFER_PROFILE_ATTR_SHARED_STATIC_TH,sai_uint64_t,0,TRUE
SAI_BUFFER_PROFILE_ATTR_XOFF_TH,sai_uint64_t,0,FALSE
SAI_BUFFER_PROFILE_ATTR_XON_TH,sai_uint64_t,0,FALSE
SAI_BUFFER_PROFILE_ATTR_XON_OFFSET_TH,sai_uint64_t,0,FALSE
SAI_BUFFER_PROFILE_ATTR_PACKET_ADMISSION_FAIL_ACTION,sai_buffer_profile_packet_admission_fail_action_t,SAI_BUFFER_PROFILE_PACKET_ADMISSION_FAIL_ACTION_DROP,FALSE
SAI_COUNTER_ATTR_TYPE,sai_counter_type_t,SAI_COUNTER_TYPE_REGULAR,FALSE
SAI_COUNTER_ATTR_LABEL,char,"""""",FALSE
SAI_COUNTER_ATTR_ENABLE_PACKET_COUNT,bool,TRUE,FALSE
SAI_COUNTER_ATTR_ENABLE_BYTE_COUNT,bool,TRUE,FALSE
SAI_COUNTER_ATTR_OBJECT_TYPE,sai_object_type_t,SAI_OBJECT_TYPE_PORT,TRUE
SAI_COUNTER_ATTR_STAT_ID_LIST,sai_s32_list_t,empty,FALSE
SAI_DEBUG_COUNTER_ATTR_INDEX,sai_uint32_t,0,FALSE
SAI_DEBUG_COUNTER_ATTR_TYPE,sai_debug_counter_type_t,SAI_DEBUG_COUNTER_TYPE_PORT_IN_DROP_REASONS,TRUE
SAI_DEBUG_COUNTER_ATTR_BIND_METHOD,sai_debug_counter_bind_method_t,SAI_DEBUG_COUNTER_BIND_METHOD_AUTOMATIC,FALSE
SAI_DEBUG_COUNTER_ATTR_IN_DROP_REASON_LIST,sai_s32_list_t sai_in_drop_reason_t,empty,FALSE
