Attribute name,Type,Default value,mandatory
SAI_DEBUG_COUNTER_ATTR_OUT_DROP_REASON_LIST,sai_s32_list_t sai_out_drop_reason_t,empty,FALSE
SAI_DTEL_ATTR_INT_ENDPOINT_ENABLE,bool,FALSE,FALSE
SAI_DTEL_ATTR_INT_TRANSIT_ENABLE,bool,FALSE,FALSE
SAI_DTEL_ATTR_POSTCARD_ENABLE,bool,FALSE,FALSE
SAI_DTEL_ATTR_DROP_REPORT_ENABLE,bool,FALSE,FALSE
SAI_DTEL_ATTR_QUEUE_REPORT_ENABLE,bool,FALSE,FALSE
SAI_DTEL_ATTR_SWITCH_ID,sai_uint32_t,0,FALSE
SAI_DTEL_ATTR_FLOW_STATE_CLEAR_CYCLE,sai_uint16_t,0,FALSE
SAI_DTEL_ATTR_LATENCY_SENSITIVITY,sai_uint8_t,0,FALSE
SAI_DTEL_ATTR_SINK_PORT_LIST,sai_object_list_t,empty,FALSE
SAI_DTEL_ATTR_INT_L4_DSCP,sai_acl_field_data_t sai_uint8_t,disabled,FALSE
SAI_DTEL_QUEUE_REPORT_ATTR_QUEUE_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_DTEL_QUEUE_REPORT_ATTR_DEPTH_THRESHOLD,sai_uint32_t,0,FALSE
SAI_DTEL_QUEUE_REPORT_ATTR_LATENCY_THRESHOLD,sai_uint32_t,0,FALSE
SAI_DTEL_QUEUE_REPORT_ATTR_BREACH_QUOTA,sai_uint32_t,0,FALSE
SAI_DTEL_QUEUE_REPORT_ATTR_TAIL_DROP,bool,FALSE,FALSE
SAI_DTEL_INT_SESSION_ATTR_MAX_HOP_COUNT,sai_uint8_t,8,FALSE
SAI_DTEL_INT_SESSION_ATTR_COLLECT_SWITCH_ID,bool,FALSE,FALSE
SAI_DTEL_INT_SESSION_ATTR_COLLECT_SWITCH_PORTS,bool,FALSE,FALSE
SAI_DTEL_INT_SESSION_ATTR_COLLECT_INGRESS_TIMESTAMP,bool,FALSE,FALSE
SAI_DTEL_INT_SESSION_ATTR_COLLECT_EGRESS_TIMESTAMP,bool,FALSE,FALSE
SAI_DTEL_INT_SESSION_ATTR_COLLECT_QUEUE_INFO,bool,FALSE,FALSE
SAI_DTEL_REPORT_SESSION_ATTR_SRC_IP,sai_ip_address_t,0.0.0.0,FALSE
SAI_DTEL_REPORT_SESSION_ATTR_DST_IP_LIST,sai_ip_address_list_t,empty,FALSE
SAI_DTEL_REPORT_SESSION_ATTR_VIRTUAL_ROUTER_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_DTEL_REPORT_SESSION_ATTR_TRUNCATE_SIZE,sai_uint16_t,0,FALSE
SAI_DTEL_REPORT_SESSION_ATTR_UDP_DST_PORT,sai_uint16_t,0,FALSE
SAI_DTEL_EVENT_ATTR_TYPE,sai_dtel_event_type_t,SAI_DTEL_EVENT_TYPE_FLOW_STATE,TRUE
SAI_DTEL_EVENT_ATTR_REPORT_SESSION,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_DTEL_EVENT_ATTR_DSCP_VALUE,sai_uint8_t,0,FALSE
SAI_FDB_ENTRY_ATTR_TYPE,sai_fdb_entry_type_t,SAI_FDB_ENTRY_TYPE_DYNAMIC,TRUE
SAI_FDB_ENTRY_ATTR_PACKET_ACTION,sai_packet_action_t,SAI_PACKET_ACTION_FORWARD,FALSE
SAI_FDB_ENTRY_ATTR_USER_TRAP_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_FDB_ENTRY_ATTR_BRIDGE_PORT_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_FDB_ENTRY_ATTR_META_DATA,sai_uint32_t,0,FALSE
SAI_FDB_ENTRY_ATTR_ENDPOINT_IP,sai_ip_address_t,0.0.0.0,FALSE
SAI_FDB_ENTRY_ATTR_COUNTER_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_FDB_ENTRY_ATTR_ALLOW_MAC_MOVE,bool,FALSE,FALSE
SAI_FDB_FLUSH_ATTR_BRIDGE_PORT_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_FDB_FLUSH_ATTR_BV_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_FDB_FLUSH_ATTR_ENTRY_TYPE,sai_fdb_flush_entry_type_t,SAI_FDB_FLUSH_ENTRY_TYPE_DYNAMIC,FALSE
SAI_GENERIC_PROGRAMMABLE_ATTR_OBJECT_NAME,sai_s8_list_t,empty list,TRUE
SAI_GENERIC_PROGRAMMABLE_ATTR_ENTRY,sai_json_t,vendor,FALSE
SAI_GENERIC_PROGRAMMABLE_ATTR_COUNTER_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_FINE_GRAINED_HASH_FIELD_ATTR_NATIVE_HASH_FIELD,sai_native_hash_field_t,SAI_NATIVE_HASH_FIELD_NONE,FALSE
SAI_FINE_GRAINED_HASH_FIELD_ATTR_IPV4_MASK,sai_ip4_t,0,TRUE
SAI_FINE_GRAINED_HASH_FIELD_ATTR_IPV6_MASK,sai_ip6_t,zeroed array,TRUE
SAI_FINE_GRAINED_HASH_FIELD_ATTR_SEQUENCE_ID,sai_uint32_t,0,FALSE
SAI_HASH_ATTR_NATIVE_HASH_FIELD_LIST,sai_s32_list_t sai_native_hash_field_t,empty,FALSE
SAI_HASH_ATTR_UDF_GROUP_LIST,sai_object_list_t,empty,FALSE
SAI_HASH_ATTR_FINE_GRAINED_HASH_FIELD_LIST,sai_object_list_t,empty,FALSE
SAI_HOSTIF_TRAP_GROUP_ATTR_ADMIN_STATE,bool,TRUE,FALSE
SAI_HOSTIF_TRAP_GROUP_ATTR_QUEUE,sai_uint32_t,0,FALSE
SAI_HOSTIF_TRAP_GROUP_ATTR_POLICER,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_HOSTIF_TRAP_GROUP_ATTR_OBJECT_STAGE,sai_object_stage_t,SAI_OBJECT_STAGE_BOTH,FALSE
SAI_HOSTIF_TRAP_ATTR_TRAP_TYPE,sai_hostif_trap_type_t,SAI_HOSTIF_TRAP_TYPE_START,TRUE
SAI_HOSTIF_TRAP_ATTR_PACKET_ACTION,sai_packet_action_t,SAI_PACKET_ACTION_DROP,TRUE
SAI_HOSTIF_TRAP_ATTR_TRAP_PRIORITY,sai_uint32_t,attrvalue SAI_SWITCH_ATTR_ACL_ENTRY_MINIMUM_PRIORITY,FALSE
SAI_HOSTIF_TRAP_ATTR_EXCLUDE_PORT_LIST,sai_object_list_t,empty,FALSE
SAI_HOSTIF_TRAP_ATTR_TRAP_GROUP,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_HOSTIF_TRAP_ATTR_MIRROR_SESSION,sai_object_list_t,empty,FALSE
SAI_HOSTIF_TRAP_ATTR_COUNTER_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_HOSTIF_USER_DEFINED_TRAP_ATTR_TYPE,sai_hostif_user_defined_trap_type_t,SAI_HOSTIF_USER_DEFINED_TRAP_TYPE_START,TRUE
SAI_HOSTIF_USER_DEFINED_TRAP_ATTR_TRAP_PRIORITY,sai_uint32_t,attrvalue SAI_SWITCH_ATTR_ACL_ENTRY_MINIMUM_PRIORITY,FALSE
SAI_HOSTIF_USER_DEFINED_TRAP_ATTR_TRAP_GROUP,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_HOSTIF_ATTR_TYPE,sai_hostif_type_t,SAI_HOSTIF_TYPE_NETDEV,TRUE
SAI_HOSTIF_ATTR_OBJ_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_HOSTIF_ATTR_NAME,char,"""""",TRUE
SAI_HOSTIF_ATTR_OPER_STATUS,bool,FALSE,FALSE
SAI_HOSTIF_ATTR_QUEUE,sai_uint32_t,0,FALSE
SAI_HOSTIF_ATTR_VLAN_TAG,sai_hostif_vlan_tag_t,SAI_HOSTIF_VLAN_TAG_STRIP,FALSE
SAI_HOSTIF_ATTR_GENETLINK_MCGRP_NAME,char,"""""",TRUE
SAI_HOSTIF_TABLE_ENTRY_ATTR_TYPE,sai_hostif_table_entry_type_t,SAI_HOSTIF_TABLE_ENTRY_TYPE_PORT,TRUE
SAI_HOSTIF_TABLE_ENTRY_ATTR_OBJ_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_HOSTIF_TABLE_ENTRY_ATTR_TRAP_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_HOSTIF_TABLE_ENTRY_ATTR_CHANNEL_TYPE,sai_hostif_table_entry_channel_type_t,SAI_HOSTIF_TABLE_ENTRY_CHANNEL_TYPE_CB,TRUE
SAI_HOSTIF_TABLE_ENTRY_ATTR_HOST_IF,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_HOSTIF_PACKET_ATTR_HOSTIF_TRAP_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_HOSTIF_PACKET_ATTR_INGRESS_PORT,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_HOSTIF_PACKET_ATTR_INGRESS_LAG,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_HOSTIF_PACKET_ATTR_HOSTIF_TX_TYPE,sai_hostif_tx_type_t,SAI_HOSTIF_TX_TYPE_PIPELINE_BYPASS,TRUE
SAI_HOSTIF_PACKET_ATTR_EGRESS_PORT_OR_LAG,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_HOSTIF_PACKET_ATTR_BRIDGE_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_HOSTIF_PACKET_ATTR_TIMESTAMP,sai_timespec_t,zeroed structure,FALSE
SAI_HOSTIF_PACKET_ATTR_EGRESS_QUEUE_INDEX,sai_uint8_t,0,FALSE
SAI_HOSTIF_PACKET_ATTR_ZERO_COPY_TX,bool,FALSE,FALSE
SAI_ICMP_ECHO_SESSION_ATTR_HW_LOOKUP_VALID,bool,TRUE,FALSE
SAI_ICMP_ECHO_SESSION_ATTR_VIRTUAL_ROUTER,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_ICMP_ECHO_SESSION_ATTR_PORT,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_ICMP_ECHO_SESSION_ATTR_RX_PORT,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_ICMP_ECHO_SESSION_ATTR_GUID,sai_uint64_t,0,TRUE
SAI_ICMP_ECHO_SESSION_ATTR_COOKIE,sai_uint32_t,0,TRUE
SAI_ICMP_ECHO_SESSION_ATTR_IPHDR_VERSION,sai_uint8_t,0,TRUE
SAI_ICMP_ECHO_SESSION_ATTR_TOS,sai_uint8_t,0,FALSE
SAI_ICMP_ECHO_SESSION_ATTR_TTL,sai_uint8_t,255,FALSE
SAI_ICMP_ECHO_SESSION_ATTR_SRC_IP_ADDRESS,sai_ip_address_t,0,TRUE
SAI_ICMP_ECHO_SESSION_ATTR_DST_IP_ADDRESS,sai_ip_address_t,0,TRUE
SAI_ICMP_ECHO_SESSION_ATTR_SRC_MAC_ADDRESS,sai_mac_t,zeroed array,TRUE
SAI_ICMP_ECHO_SESSION_ATTR_DST_MAC_ADDRESS,sai_mac_t,zeroed array,TRUE
SAI_ICMP_ECHO_SESSION_ATTR_TX_INTERVAL,sai_uint32_t,0,TRUE
SAI_ICMP_ECHO_SESSION_ATTR_RX_INTERVAL,sai_uint32_t,0,TRUE
SAI_ICMP_ECHO_SESSION_ATTR_SET_NEXT_HOP_GROUP_SWITCHOVER,bool,FALSE,FALSE
SAI_ICMP_ECHO_SESSION_ATTR_STATE,sai_icmp_echo_session_state_t,SAI_ICMP_ECHO_SESSION_STATE_DOWN,FALSE
SAI_ICMP_ECHO_SESSION_ATTR_STATS_COUNT_MODE,sai_stats_count_mode_t,SAI_STATS_COUNT_MODE_PACKET_AND_BYTE,FALSE
SAI_ICMP_ECHO_SESSION_ATTR_SELECTIVE_COUNTER_LIST,sai_object_list_t,empty,FALSE
SAI_IPMC_ENTRY_ATTR_PACKET_ACTION,sai_packet_action_t,SAI_PACKET_ACTION_DROP,TRUE
SAI_IPMC_ENTRY_ATTR_OUTPUT_GROUP_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_IPMC_ENTRY_ATTR_RPF_GROUP_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_IPMC_ENTRY_ATTR_COUNTER_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_IPMC_GROUP_ATTR_IPMC_OUTPUT_COUNT,sai_uint32_t,0,FALSE
SAI_IPMC_GROUP_ATTR_IPMC_MEMBER_LIST,sai_object_list_t,empty list,FALSE
SAI_IPMC_GROUP_ATTR_IPMC_GROUP_WITH_MEMBERS,bool,FALSE,FALSE
SAI_IPMC_GROUP_ATTR_IPMC_OUTPUT_LIST,sai_object_list_t,empty,FALSE
SAI_IPMC_GROUP_MEMBER_ATTR_IPMC_GROUP_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_IPMC_GROUP_MEMBER_ATTR_IPMC_OUTPUT_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_IPSEC_ATTR_TERM_REMOTE_IP_MATCH_SUPPORTED,bool,FALSE,FALSE
SAI_IPSEC_ATTR_SWITCHING_MODE_CUT_THROUGH_SUPPORTED,bool,FALSE,FALSE
SAI_IPSEC_ATTR_SWITCHING_MODE_STORE_AND_FORWARD_SUPPORTED,bool,FALSE,FALSE
SAI_IPSEC_ATTR_STATS_MODE_READ_SUPPORTED,bool,FALSE,FALSE
SAI_IPSEC_ATTR_STATS_MODE_READ_CLEAR_SUPPORTED,bool,FALSE,FALSE
SAI_IPSEC_ATTR_SN_32BIT_SUPPORTED,bool,FALSE,FALSE
SAI_IPSEC_ATTR_ESN_64BIT_SUPPORTED,bool,FALSE,FALSE
SAI_IPSEC_ATTR_SUPPORTED_CIPHER_LIST,sai_s32_list_t sai_ipsec_cipher_t,empty list,FALSE
SAI_IPSEC_ATTR_SYSTEM_SIDE_MTU,sai_uint16_t,0,FALSE
SAI_IPSEC_ATTR_WARM_BOOT_SUPPORTED,bool,FALSE,FALSE
SAI_IPSEC_ATTR_WARM_BOOT_ENABLE,bool,FALSE,FALSE
SAI_IPSEC_ATTR_EXTERNAL_SA_INDEX_ENABLE,bool,FALSE,TRUE
SAI_IPSEC_ATTR_CTAG_TPID,sai_uint16_t,0x8100,FALSE
SAI_IPSEC_ATTR_STAG_TPID,sai_uint16_t,0x88A8,FALSE
SAI_IPSEC_ATTR_MAX_VLAN_TAGS_PARSED,sai_uint8_t,0,FALSE
SAI_IPSEC_ATTR_OCTET_COUNT_HIGH_WATERMARK,sai_uint64_t,0,FALSE
SAI_IPSEC_ATTR_OCTET_COUNT_LOW_WATERMARK,sai_uint64_t,0,FALSE
SAI_IPSEC_ATTR_STATS_MODE,sai_stats_mode_t,SAI_STATS_MODE_READ_AND_CLEAR,FALSE
SAI_IPSEC_ATTR_AVAILABLE_IPSEC_SA,sai_uint32_t,0,FALSE
SAI_IPSEC_ATTR_SA_LIST,sai_object_list_t,empty list,FALSE
SAI_IPSEC_ATTR_POST_STATUS,sai_ipsec_post_status_t,SAI_IPSEC_POST_STATUS_UNKNOWN,FALSE
SAI_IPSEC_ATTR_ENABLE_POST,bool,FALSE,FALSE
SAI_IPSEC_PORT_ATTR_PORT_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_IPSEC_PORT_ATTR_CTAG_ENABLE,bool,FALSE,FALSE
SAI_IPSEC_PORT_ATTR_STAG_ENABLE,bool,FALSE,FALSE
SAI_IPSEC_PORT_ATTR_NATIVE_VLAN_ID,sai_uint16_t,0,TRUE
SAI_IPSEC_PORT_ATTR_VRF_FROM_PACKET_VLAN_ENABLE,bool,FALSE,FALSE
SAI_IPSEC_PORT_ATTR_SWITCH_SWITCHING_MODE,sai_switch_switching_mode_t,SAI_SWITCH_SWITCHING_MODE_CUT_THROUGH,FALSE
SAI_IPSEC_PORT_ATTR_STATS_COUNT_MODE,sai_stats_count_mode_t,SAI_STATS_COUNT_MODE_PACKET_AND_BYTE,FALSE
SAI_IPSEC_PORT_ATTR_SELECTIVE_COUNTER_LIST,sai_object_list_t,empty,FALSE
SAI_IPSEC_PORT_ATTR_POST_STATUS,sai_ipsec_port_post_status_t,SAI_IPSEC_PORT_POST_STATUS_UNKNOWN,FALSE
SAI_IPSEC_SA_ATTR_IPSEC_DIRECTION,sai_ipsec_direction_t,SAI_IPSEC_DIRECTION_EGRESS,TRUE
SAI_IPSEC_SA_ATTR_IPSEC_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_IPSEC_SA_ATTR_OCTET_COUNT_STATUS,sai_ipsec_sa_octet_count_status_t,SAI_IPSEC_SA_OCTET_COUNT_STATUS_BELOW_LOW_WATERMARK,FALSE
SAI_IPSEC_SA_ATTR_EXTERNAL_SA_INDEX,sai_uint32_t,0,FALSE
SAI_IPSEC_SA_ATTR_SA_INDEX,sai_uint32_t,0,FALSE
SAI_IPSEC_SA_ATTR_IPSEC_PORT_LIST,sai_object_list_t,empty,FALSE
SAI_IPSEC_SA_ATTR_IPSEC_SPI,sai_uint32_t,0,TRUE
SAI_IPSEC_SA_ATTR_IPSEC_ESN_ENABLE,bool,TRUE,FALSE
SAI_IPSEC_SA_ATTR_IPSEC_CIPHER,sai_ipsec_cipher_t,SAI_IPSEC_CIPHER_AES256_GCM16,FALSE
SAI_IPSEC_SA_ATTR_ENCRYPT_KEY,sai_encrypt_key_t,zeroed array,TRUE
SAI_IPSEC_SA_ATTR_SALT,sai_uint32_t,0,TRUE
SAI_IPSEC_SA_ATTR_AUTH_KEY,sai_auth_key_t,zeroed array,TRUE
SAI_IPSEC_SA_ATTR_IPSEC_REPLAY_PROTECTION_ENABLE,bool,FALSE,FALSE
SAI_IPSEC_SA_ATTR_IPSEC_REPLAY_PROTECTION_WINDOW,sai_uint32_t,0,FALSE
SAI_IPSEC_SA_ATTR_TERM_DST_IP,sai_ip_address_t,0,TRUE
SAI_IPSEC_SA_ATTR_TERM_VLAN_ID_ENABLE,bool,FALSE,FALSE
SAI_IPSEC_SA_ATTR_TERM_VLAN_ID,sai_uint16_t,0,TRUE
SAI_IPSEC_SA_ATTR_TERM_SRC_IP_ENABLE,bool,FALSE,FALSE
SAI_IPSEC_SA_ATTR_TERM_SRC_IP,sai_ip_address_t,0,TRUE
SAI_IPSEC_SA_ATTR_EGRESS_ESN,sai_uint64_t,0,FALSE
SAI_IPSEC_SA_ATTR_MINIMUM_INGRESS_ESN,sai_uint64_t,1,FALSE
SAI_IPSEC_SA_ATTR_STATS_COUNT_MODE,sai_stats_count_mode_t,SAI_STATS_COUNT_MODE_PACKET_AND_BYTE,FALSE
SAI_IPSEC_SA_ATTR_SELECTIVE_COUNTER_LIST,sai_object_list_t,empty,FALSE
SAI_ISOLATION_GROUP_ATTR_TYPE,sai_isolation_group_type_t,SAI_ISOLATION_GROUP_TYPE_PORT,TRUE
SAI_ISOLATION_GROUP_ATTR_ISOLATION_MEMBER_LIST,sai_object_list_t,empty list,FALSE
SAI_ISOLATION_GROUP_MEMBER_ATTR_ISOLATION_GROUP_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_ISOLATION_GROUP_MEMBER_ATTR_ISOLATION_OBJECT,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_L2MC_ENTRY_ATTR_PACKET_ACTION,sai_packet_action_t,SAI_PACKET_ACTION_DROP,TRUE
SAI_L2MC_ENTRY_ATTR_OUTPUT_GROUP_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_L2MC_GROUP_ATTR_L2MC_OUTPUT_COUNT,sai_uint32_t,0,FALSE
SAI_L2MC_GROUP_ATTR_L2MC_MEMBER_LIST,sai_object_list_t,empty list,FALSE
SAI_L2MC_GROUP_MEMBER_ATTR_L2MC_GROUP_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_L2MC_GROUP_MEMBER_ATTR_L2MC_OUTPUT_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_L2MC_GROUP_MEMBER_ATTR_L2MC_ENDPOINT_IP,sai_ip_address_t,0.0.0.0,FALSE
SAI_LAG_ATTR_PORT_LIST,sai_object_list_t,empty list,FALSE
SAI_LAG_ATTR_INGRESS_ACL,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_LAG_ATTR_EGRESS_ACL,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_LAG_ATTR_PORT_VLAN_ID,sai_uint16_t,1,FALSE
SAI_LAG_ATTR_DEFAULT_VLAN_PRIORITY,sai_uint8_t,0,FALSE
SAI_LAG_ATTR_DROP_UNTAGGED,bool,FALSE,FALSE
SAI_LAG_ATTR_DROP_TAGGED,bool,FALSE,FALSE
SAI_LAG_ATTR_TPID,sai_uint16_t,0x8100,FALSE
SAI_LAG_ATTR_SYSTEM_PORT_AGGREGATE_ID,sai_uint32_t,0,FALSE
SAI_LAG_ATTR_LABEL,char,"""""",FALSE
SAI_LAG_ATTR_ARS_OBJECT_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_LAG_ATTR_ARS_PACKET_DROPS,sai_uint32_t,0,FALSE
SAI_LAG_ATTR_ARS_PORT_REASSIGNMENTS,sai_uint32_t,0,FALSE
SAI_LAG_ATTR_HASH_ALGORITHM,sai_hash_algorithm_t,SAI_HASH_ALGORITHM_NONE,FALSE
SAI_LAG_MEMBER_ATTR_LAG_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_LAG_MEMBER_ATTR_PORT_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_LAG_MEMBER_ATTR_EGRESS_DISABLE,bool,FALSE,FALSE
SAI_LAG_MEMBER_ATTR_INGRESS_DISABLE,bool,FALSE,FALSE
SAI_LAG_MEMBER_ATTR_WEIGHT,sai_uint32_t,1,FALSE
SAI_MACSEC_ATTR_DIRECTION,sai_macsec_direction_t,SAI_MACSEC_DIRECTION_EGRESS,TRUE
SAI_MACSEC_ATTR_SWITCHING_MODE_CUT_THROUGH_SUPPORTED,bool,FALSE,FALSE
SAI_MACSEC_ATTR_SWITCHING_MODE_STORE_AND_FORWARD_SUPPORTED,bool,FALSE,FALSE
SAI_MACSEC_ATTR_STATS_MODE_READ_SUPPORTED,bool,FALSE,FALSE
SAI_MACSEC_ATTR_STATS_MODE_READ_CLEAR_SUPPORTED,bool,FALSE,FALSE
SAI_MACSEC_ATTR_SCI_IN_INGRESS_MACSEC_ACL,bool,FALSE,FALSE
SAI_MACSEC_ATTR_SUPPORTED_CIPHER_SUITE_LIST,sai_s32_list_t sai_macsec_cipher_suite_t,empty list,FALSE
SAI_MACSEC_ATTR_PN_32BIT_SUPPORTED,bool,FALSE,FALSE
SAI_MACSEC_ATTR_XPN_64BIT_SUPPORTED,bool,FALSE,FALSE
SAI_MACSEC_ATTR_GCM_AES128_SUPPORTED,bool,FALSE,FALSE
SAI_MACSEC_ATTR_GCM_AES256_SUPPORTED,bool,FALSE,FALSE
SAI_MACSEC_ATTR_SECTAG_OFFSETS_SUPPORTED,sai_u8_list_t,empty list,FALSE
SAI_MACSEC_ATTR_SYSTEM_SIDE_MTU,sai_uint16_t,0,FALSE
SAI_MACSEC_ATTR_WARM_BOOT_SUPPORTED,bool,FALSE,FALSE
SAI_MACSEC_ATTR_WARM_BOOT_ENABLE,bool,FALSE,FALSE
SAI_MACSEC_ATTR_CTAG_TPID,sai_uint16_t,0x8100,FALSE
SAI_MACSEC_ATTR_STAG_TPID,sai_uint16_t,0x88A8,FALSE
SAI_MACSEC_ATTR_MAX_VLAN_TAGS_PARSED,sai_uint8_t,0,FALSE
SAI_MACSEC_ATTR_STATS_MODE,sai_stats_mode_t,SAI_STATS_MODE_READ_AND_CLEAR,FALSE
SAI_MACSEC_ATTR_PHYSICAL_BYPASS_ENABLE,bool,FALSE,FALSE
SAI_MACSEC_ATTR_SUPPORTED_PORT_LIST,sai_object_list_t,empty list,FALSE
SAI_MACSEC_ATTR_AVAILABLE_MACSEC_FLOW,sai_uint32_t,0,FALSE
SAI_MACSEC_ATTR_FLOW_LIST,sai_object_list_t,empty list,FALSE
SAI_MACSEC_ATTR_AVAILABLE_MACSEC_SC,sai_uint32_t,0,FALSE
SAI_MACSEC_ATTR_AVAILABLE_MACSEC_SA,sai_uint32_t,0,FALSE
SAI_MACSEC_ATTR_MAX_SECURE_ASSOCIATIONS_PER_SC,sai_macsec_max_secure_associations_per_sc_t,SAI_MACSEC_MAX_SECURE_ASSOCIATIONS_PER_SC_TWO,FALSE
SAI_MACSEC_ATTR_POST_STATUS,sai_macsec_post_status_t,SAI_MACSEC_POST_STATUS_UNKNOWN,FALSE
SAI_MACSEC_ATTR_ENABLE_POST,bool,FALSE,FALSE
SAI_MACSEC_PORT_ATTR_MACSEC_DIRECTION,sai_macsec_direction_t,SAI_MACSEC_DIRECTION_EGRESS,TRUE
SAI_MACSEC_PORT_ATTR_PORT_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_MACSEC_PORT_ATTR_CTAG_ENABLE,bool,FALSE,FALSE
SAI_MACSEC_PORT_ATTR_STAG_ENABLE,bool,FALSE,FALSE
SAI_MACSEC_PORT_ATTR_SWITCH_SWITCHING_MODE,sai_switch_switching_mode_t,SAI_SWITCH_SWITCHING_MODE_CUT_THROUGH,FALSE
SAI_MACSEC_PORT_ATTR_STATS_COUNT_MODE,sai_stats_count_mode_t,SAI_STATS_COUNT_MODE_PACKET_AND_BYTE,FALSE
SAI_MACSEC_PORT_ATTR_SELECTIVE_COUNTER_LIST,sai_object_list_t,empty,FALSE
SAI_MACSEC_PORT_ATTR_POST_STATUS,sai_macsec_port_post_status_t,SAI_MACSEC_PORT_POST_STATUS_UNKNOWN,FALSE
SAI_MACSEC_FLOW_ATTR_MACSEC_DIRECTION,sai_macsec_direction_t,SAI_MACSEC_DIRECTION_EGRESS,TRUE
SAI_MACSEC_FLOW_ATTR_ACL_ENTRY_LIST,sai_object_list_t,empty list,FALSE
SAI_MACSEC_FLOW_ATTR_SC_LIST,sai_object_list_t,empty list,FALSE
SAI_MACSEC_FLOW_ATTR_STATS_COUNT_MODE,sai_stats_count_mode_t,SAI_STATS_COUNT_MODE_PACKET_AND_BYTE,FALSE
SAI_MACSEC_FLOW_ATTR_SELECTIVE_COUNTER_LIST,sai_object_list_t,empty,FALSE
SAI_MACSEC_SC_ATTR_MACSEC_DIRECTION,sai_macsec_direction_t,SAI_MACSEC_DIRECTION_EGRESS,TRUE
SAI_MACSEC_SC_ATTR_FLOW_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,TRUE
SAI_MACSEC_SC_ATTR_MACSEC_SCI,sai_uint64_t,0,TRUE
SAI_MACSEC_SC_ATTR_MACSEC_EXPLICIT_SCI_ENABLE,bool,FALSE,FALSE
SAI_MACSEC_SC_ATTR_MACSEC_SECTAG_OFFSET,sai_uint8_t,0,FALSE
SAI_MACSEC_SC_ATTR_ACTIVE_EGRESS_SA_ID,sai_object_id_t,SAI_NULL_OBJECT_ID,FALSE
SAI_MACSEC_SC_ATTR_MACSEC_REPLAY_PROTECTION_ENABLE,bool,TRUE,FALSE
SAI_MACSEC_SC_ATTR_MACSEC_REPLAY_PROTECTION_WINDOW,sai_uint32_t,0,FALSE
SAI_MACSEC_SC_ATTR_SA_LIST,sai_object_list_t,empty list,FALSE
