File,SAI object,SAI API,Python Thrift function
inc/saisynce.h,SAI_OBJECT_TYPE_SYNCE_CLOCK,sai_remove_synce_clock,
inc/saisynce.h,SAI_OBJECT_TYPE_SYNCE_CLOCK,sai_set_synce_clock_attribute,
inc/saisystemport.h,SAI_OBJECT_TYPE_SYSTEM_PORT,sai_create_system_port,
inc/saisystemport.h,SAI_OBJECT_TYPE_SYSTEM_PORT,sai_get_system_port_attribute,sai_thrift_get_system_port_attribute
inc/saisystemport.h,SAI_OBJECT_TYPE_SYSTEM_PORT,sai_remove_system_port,
inc/saisystemport.h,SAI_OBJECT_TYPE_SYSTEM_PORT,sai_set_system_port_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM,sai_create_tam,
inc/saitam.h,SAI_OBJECT_TYPE_TAM,sai_get_tam_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM,sai_remove_tam,
inc/saitam.h,SAI_OBJECT_TYPE_TAM,sai_set_tam_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_COLLECTOR,sai_create_tam_collector,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_COLLECTOR,sai_get_tam_collector_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_COLLECTOR,sai_remove_tam_collector,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_COLLECTOR,sai_set_tam_collector_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_COUNTER_SUBSCRIPTION,sai_create_tam_counter_subscription,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_COUNTER_SUBSCRIPTION,sai_get_tam_counter_subscription_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_COUNTER_SUBSCRIPTION,sai_remove_tam_counter_subscription,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_COUNTER_SUBSCRIPTION,sai_set_tam_counter_subscription_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_EVENT,sai_create_tam_event,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_EVENT,sai_get_tam_event_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_EVENT,sai_remove_tam_event,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_EVENT,sai_set_tam_event_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_EVENT,sai_tam_event_notification,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_EVENT_ACTION,sai_create_tam_event_action,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_EVENT_ACTION,sai_get_tam_event_action_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_EVENT_ACTION,sai_remove_tam_event_action,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_EVENT_ACTION,sai_set_tam_event_action_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_EVENT_THRESHOLD,sai_create_tam_event_threshold,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_EVENT_THRESHOLD,sai_get_tam_event_threshold_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_EVENT_THRESHOLD,sai_remove_tam_event_threshold,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_EVENT_THRESHOLD,sai_set_tam_event_threshold_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_INT,sai_create_tam_int,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_INT,sai_get_tam_int_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_INT,sai_remove_tam_int,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_INT,sai_set_tam_int_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_MATH_FUNC,sai_create_tam_math_func,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_MATH_FUNC,sai_get_tam_math_func_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_MATH_FUNC,sai_remove_tam_math_func,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_MATH_FUNC,sai_set_tam_math_func_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_REPORT,sai_create_tam_report,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_REPORT,sai_get_tam_report_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_REPORT,sai_remove_tam_report,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_REPORT,sai_set_tam_report_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_TELEMETRY,sai_create_tam_telemetry,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_TELEMETRY,sai_get_tam_telemetry_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_TELEMETRY,sai_remove_tam_telemetry,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_TELEMETRY,sai_set_tam_telemetry_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_TEL_TYPE,sai_create_tam_tel_type,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_TEL_TYPE,sai_get_tam_tel_type_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_TEL_TYPE,sai_remove_tam_tel_type,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_TEL_TYPE,sai_set_tam_tel_type_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_TEL_TYPE,sai_tam_tel_type_config_change_notification,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_TRANSPORT,sai_create_tam_transport,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_TRANSPORT,sai_get_tam_transport_attribute,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_TRANSPORT,sai_remove_tam_transport,
inc/saitam.h,SAI_OBJECT_TYPE_TAM_TRANSPORT,sai_set_tam_transport_attribute,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL,sai_clear_tunnel_stats,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL,sai_create_tunnel,sai_thrift_create_tunnel
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL,sai_get_tunnel_attribute,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL,sai_get_tunnel_stats,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL,sai_get_tunnel_stats_ext,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL,sai_remove_tunnel,sai_thrift_remove_tunnel
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL,sai_set_tunnel_attribute,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL_MAP,sai_create_tunnel_map,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL_MAP,sai_get_tunnel_map_attribute,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL_MAP,sai_remove_tunnel_map,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL_MAP,sai_set_tunnel_map_attribute,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL_MAP_ENTRY,sai_create_tunnel_map_entry,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL_MAP_ENTRY,sai_get_tunnel_map_entry_attribute,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL_MAP_ENTRY,sai_remove_tunnel_map_entry,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL_MAP_ENTRY,sai_set_tunnel_map_entry_attribute,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL_TERM_TABLE_ENTRY,sai_create_tunnel_term_table_entry,sai_thrift_create_tunnel_term_table_entry
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL_TERM_TABLE_ENTRY,sai_get_tunnel_term_table_entry_attribute,
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL_TERM_TABLE_ENTRY,sai_remove_tunnel_term_table_entry,sai_thrift_remove_tunnel_term_table_entry
inc/saitunnel.h,SAI_OBJECT_TYPE_TUNNEL_TERM_TABLE_ENTRY,sai_set_tunnel_term_table_entry_attribute,
inc/saitwamp.h,SAI_OBJECT_TYPE_TWAMP_SESSION,sai_clear_twamp_session_stats,
inc/saitwamp.h,SAI_OBJECT_TYPE_TWAMP_SESSION,sai_create_twamp_session,
inc/saitwamp.h,SAI_OBJECT_TYPE_TWAMP_SESSION,sai_get_twamp_session_attribute,
inc/saitwamp.h,SAI_OBJECT_TYPE_TWAMP_SESSION,sai_get_twamp_session_stats,
inc/saitwamp.h,SAI_OBJECT_TYPE_TWAMP_SESSION,sai_get_twamp_session_stats_ext,
inc/saitwamp.h,SAI_OBJECT_TYPE_TWAMP_SESSION,sai_remove_twamp_session,
inc/saitwamp.h,SAI_OBJECT_TYPE_TWAMP_SESSION,sai_set_twamp_session_attribute,
inc/saitwamp.h,SAI_OBJECT_TYPE_TWAMP_SESSION,sai_twamp_session_event_notification,
inc/saitypes.h,SAI_OBJECT_TYPE_NULL,sai_bulk_object_create,
inc/saitypes.h,SAI_OBJECT_TYPE_NULL,sai_bulk_object_get_attribute,
inc/saitypes.h,SAI_OBJECT_TYPE_NULL,sai_bulk_object_remove,
inc/saitypes.h,SAI_OBJECT_TYPE_NULL,sai_bulk_object_set_attribute,
inc/saiudf.h,SAI_OBJECT_TYPE_UDF,sai_create_udf,
inc/saiudf.h,SAI_OBJECT_TYPE_UDF,sai_get_udf_attribute,
inc/saiudf.h,SAI_OBJECT_TYPE_UDF,sai_remove_udf,
inc/saiudf.h,SAI_OBJECT_TYPE_UDF,sai_set_udf_attribute,
inc/saiudf.h,SAI_OBJECT_TYPE_UDF_GROUP,sai_create_udf_group,
inc/saiudf.h,SAI_OBJECT_TYPE_UDF_GROUP,sai_get_udf_group_attribute,
inc/saiudf.h,SAI_OBJECT_TYPE_UDF_GROUP,sai_remove_udf_group,
inc/saiudf.h,SAI_OBJECT_TYPE_UDF_GROUP,sai_set_udf_group_attribute,
inc/saiudf.h,SAI_OBJECT_TYPE_UDF_MATCH,sai_create_udf_match,
inc/saiudf.h,SAI_OBJECT_TYPE_UDF_MATCH,sai_get_udf_match_attribute,
inc/saiudf.h,SAI_OBJECT_TYPE_UDF_MATCH,sai_remove_udf_match,
inc/saiudf.h,SAI_OBJECT_TYPE_UDF_MATCH,sai_set_udf_match_attribute,
inc/saivirtualrouter.h,SAI_OBJECT_TYPE_VIRTUAL_ROUTER,sai_create_virtual_router,sai_thrift_create_virtual_router
inc/saivirtualrouter.h,SAI_OBJECT_TYPE_VIRTUAL_ROUTER,sai_get_virtual_router_attribute,
inc/saivirtualrouter.h,SAI_OBJECT_TYPE_VIRTUAL_ROUTER,sai_remove_virtual_router,sai_thrift_remove_virtual_router
inc/saivirtualrouter.h,SAI_OBJECT_TYPE_VIRTUAL_ROUTER,sai_set_virtual_router_attribute,
inc/saivlan.h,SAI_OBJECT_TYPE_VLAN,sai_clear_vlan_stats,
inc/saivlan.h,SAI_OBJECT_TYPE_VLAN,sai_create_vlan,sai_thrift_create_vlan
inc/saivlan.h,SAI_OBJECT_TYPE_VLAN,sai_get_vlan_attribute,sai_thrift_get_vlan_attribute
inc/saivlan.h,SAI_OBJECT_TYPE_VLAN,sai_get_vlan_stats,sai_thrift_get_vlan_stats
inc/saivlan.h,SAI_OBJECT_TYPE_VLAN,sai_get_vlan_stats_ext,
inc/saivlan.h,SAI_OBJECT_TYPE_VLAN,sai_remove_vlan,sai_thrift_remove_vlan
inc/saivlan.h,SAI_OBJECT_TYPE_VLAN,sai_set_vlan_attribute,sai_thrift_set_vlan_attribute
inc/saivlan.h,SAI_OBJECT_TYPE_VLAN_MEMBER,sai_create_vlan_member,sai_thrift_create_vlan_member
inc/saivlan.h,SAI_OBJECT_TYPE_VLAN_MEMBER,sai_get_vlan_member_attribute,sai_thrift_get_vlan_member_attribute
inc/saivlan.h,SAI_OBJECT_TYPE_VLAN_MEMBER,sai_remove_vlan_member,sai_thrift_remove_vlan_member
inc/saivlan.h,SAI_OBJECT_TYPE_VLAN_MEMBER,sai_set_vlan_member_attribute,
inc/saiwred.h,SAI_OBJECT_TYPE_WRED,sai_create_wred,
inc/saiwred.h,SAI_OBJECT_TYPE_WRED,sai_get_wred_attribute,
inc/saiwred.h,SAI_OBJECT_TYPE_WRED,sai_remove_wred,
inc/saiwred.h,SAI_OBJECT_TYPE_WRED,sai_set_wred_attribute,
